Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
287e1b2a-158b-4e67-acc4-8b9dfc83fb43,2013-03-03 10:06:12,Running,,4.71,35:34,7:33,7.94,308.0,33,,"","",2013-03-03-100612.gpx
0c4337ab-372e-4158-9d35-76ba7683cd74,2013-03-02 10:39:42,Running,,1.65,13:25,8:09,7.37,102.0,10,,"","",2013-03-02-103942.gpx
70f551d2-6058-4644-8453-306ba7beb43f,2013-02-25 08:50:22,Running,,4.56,36:30,8:01,7.49,281.0,27,,"","",2013-02-25-085022.gpx
537b4aa4-341d-437c-a4b4-0337a12da1d8,2013-02-16 10:09:04,Running,,3.87,32:25,8:22,7.17,234.0,21,,"","",2013-02-16-100904.gpx
837fdd0b-c82f-4189-a1d0-ea2872e2019f,2013-01-12 12:30:00,Running,,3.65,30:24,8:20,7.20,224.0,20,,"","",2013-01-12-123000.gpx
eb0a7b62-bc28-491f-acc8-d7b59306f8fb,2012-12-22 09:38:19,Running,,4.00,29:40,7:25,8.09,271.0,31,,"","",2012-12-22-093819.gpx
206c4745-6a32-49d6-bfee-893fa575d434,2012-11-24 09:46:41,Running,,8.03,56:28,7:02,8.53,544.0,57,,"","",2012-11-24-094641.gpx
561e4d72-6b43-4a8b-9ce8-68d07978777e,2012-11-23 10:48:01,Running,,0.49,3:44,7:36,7.89,31.0,2,,"","",2012-11-23-104801.gpx
5f1e551d-6826-41ad-9a6b-7af0f13c5af0,2012-11-18 13:45:35,Running,,10.05,1:13:26,7:18,8.21,669.0,44,,"","",2012-11-18-134535.gpx
ea7377c8-1e19-4c6e-84bc-f7fd4ee36791,2012-11-14 13:52:32,Running,,3.41,24:59,7:20,8.18,215.0,13,,"","",2012-11-14-135232.gpx
921b44f2-2f21-4f5a-b3cf-6cea9b55e60e,2012-11-13 11:52:50,Running,,2.89,20:06,6:57,8.63,188.0,20,,"","",2012-11-13-115250.gpx
dcf26276-32fa-4cd1-9263-7ec80605e733,2012-11-08 11:32:58,Running,,2.58,20:05,7:47,7.71,155.0,16,,"","",2012-11-08-113258.gpx
9d75586a-8fee-4996-b8ee-f66c743d95df,2012-11-05 13:43:25,Running,,2.62,20:14,7:44,7.76,160.0,16,,"","",2012-11-05-134325.gpx
526a2ae9-acd7-4a5d-aedd-cdf2ac2a295c,2012-11-04 11:15:28,Running,,0.90,7:16,8:07,7.39,55.0,7,,"","",2012-11-04-111528.gpx
7cc84988-2078-46e0-bc83-a97271d18711,2012-11-01 17:17:38,Running,,2.56,19:58,7:49,7.68,157.0,15,,"","",2012-11-01-171738.gpx
09770ada-a5ef-4c6d-89cd-0ee80710a512,2012-10-28 11:55:30,Running,,0.00,0:00,,,0.0,0,,"","",
9e26a3fe-81eb-4d3a-9604-552a71adbd8d,2012-10-28 11:55:30,Running,,3.87,29:16,7:34,7.93,244.0,28,,"","",2012-10-28-115530.gpx
4e47256b-e5cd-4de8-b578-dcc45f9da6d8,2012-10-21 13:57:03,Running,,22.14,2:53:27,7:50,7.66,1445.0,123,,"","",2012-10-21-135703.gpx
3cafd90a-21a8-4726-a971-3d7473c523bc,2012-10-14 09:50:32,Running,,9.03,1:07:49,7:30,7.99,604.0,67,,"","",2012-10-14-095032.gpx
f072f8c2-7557-4d69-ac92-ec44fd65af81,2012-10-13 11:21:45,Running,,4.31,30:02,6:58,8.62,283.0,19,,"","",2012-10-13-112145.gpx
a7b89b79-2738-4af7-a87a-e1f5bc831339,2012-10-03 08:57:47,Running,,4.21,30:48,7:19,8.19,280.0,18,,"","",2012-10-03-085747.gpx
fdb27d57-4afc-4f41-bd72-a0c5da5db78e,2012-09-28 12:33:25,Running,,18.02,2:32:06,8:26,7.11,1062.0,75,,"","",2012-09-28-123325.gpx
680ea50e-5164-4687-a987-499eb78241bb,2012-09-20 19:22:49,Running,,3.40,24:39,7:15,8.27,226.0,18,,"","",2012-09-20-192249.gpx
3632a206-5f12-4a8e-923e-9013f4d783c1,2012-09-18 07:24:46,Running,,14.58,1:58:36,8:08,7.37,948.0,279,,"","",2012-09-18-072446.gpx
177d4d1d-bb5b-4634-b29e-a2682c8b61d2,2012-09-14 07:31:51,Running,,6.25,48:35,7:46,7.72,421.0,141,,"","",2012-09-14-073151.gpx
a3b44ff6-27bc-4059-a43f-8e3de21e824f,2012-09-11 08:40:08,Running,,4.21,30:11,7:11,8.36,271.0,26,,"","",2012-09-11-084008.gpx
9c1fe997-4efe-480d-96bd-32db5a025902,2012-09-09 09:47:49,Running,,15.02,1:55:51,7:43,7.78,959.0,105,,"","",2012-09-09-094749.gpx
ceb86c1e-8098-4e0f-a8ff-da871a07f882,2012-09-06 13:21:17,Running,,4.75,34:46,7:20,8.19,324.0,21,,"","",2012-09-06-132117.gpx
6687af96-080b-4f78-b32f-70f03d4216b5,2012-09-05 11:30:13,Running,,4.38,35:46,8:10,7.34,318.0,36,,"","",2012-09-05-113013.gpx
d972d723-92ef-4ee4-8bc8-1a2179e53773,2012-08-31 09:08:28,Running,,4.53,30:12,6:40,9.00,325.0,29,,"","",2012-08-31-090828.gpx
9b18cf84-1a3c-43d1-9c58-766533c6398a,2012-08-26 09:53:42,Running,,16.05,1:54:39,7:09,8.40,1133.0,100,,"Charlotte Dee,","",2012-08-26-095342.gpx
b63ab9fa-7ef4-4a88-895d-8418e334f1b0,2012-08-24 09:03:39,Running,,4.83,30:03,6:13,9.65,343.0,32,,"","",2012-08-24-090339.gpx
c7cd8fff-366d-4030-8999-ddca6eb2fa4b,2012-08-21 07:08:17,Running,,14.00,1:54:31,8:11,7.33,848.0,67,,"","",2012-08-21-070817.gpx
0c4c862d-81f4-47a0-adda-fa6fb9ed20b7,2012-08-16 10:29:45,Running,,4.22,30:00,7:06,8.44,287.0,20,,"","",2012-08-16-102945.gpx
73bdade7-8440-407b-87f1-7d16bedc0ec1,2012-08-12 18:57:35,Running,,10.01,1:22:26,8:14,7.28,609.0,49,,"","",2012-08-12-185735.gpx
62e6fa6e-3fd2-401b-ab8f-a558114ca7f5,2012-08-11 09:58:37,Running,,6.51,50:07,7:42,7.80,426.0,32,,"","",2012-08-11-095837.gpx
ac056cdf-1639-4fe3-bbd6-95c194e1de3b,2012-08-10 11:29:59,Running,,4.43,30:07,6:48,8.83,305.0,21,,"","",2012-08-10-112959.gpx
971d5cd5-e08e-4422-9b00-31504d76472e,2012-07-30 10:19:15,Running,,3.60,28:12,7:50,7.65,229.0,20,,"","",2012-07-30-101915.gpx
ecbc327f-c048-491f-a2be-5d8635e909ae,2012-07-18 14:32:41,Running,,3.11,20:49,6:42,8.95,98.0,20,,"","",2012-07-18-143241.gpx
41dd813b-720a-404b-8afd-c5f440757882,2012-07-15 10:40:33,Running,,12.02,1:38:33,8:12,7.32,343.0,56,,"","",2012-07-15-104033.gpx
1c738bea-e4cc-44d4-bb4d-9dbd8cbfdd38,2012-07-12 10:27:26,Running,,3.27,25:23,7:46,7.72,106.0,16,,"","",2012-07-12-102726.gpx
d1b69617-e61d-4a1a-b723-af8feaa9426a,2012-07-03 11:28:36,Running,,4.12,30:46,7:28,8.03,126.0,24,,"","",2012-07-03-112836.gpx
09dc114c-f307-4ba3-8367-339a7ae3271a,2012-07-01 11:23:10,Running,,1.31,10:30,8:02,7.47,39.0,6,,"","",2012-07-01-112310.gpx
178c3ae8-cac1-456a-8fda-d0454fec2cc0,2012-07-01 10:15:48,Running,,9.32,1:06:56,7:11,8.35,300.0,64,,"","",2012-07-01-101548.gpx
c04c9689-cfd5-4ba7-bdd9-eb84230fb462,2012-06-27 11:29:36,Running,,3.85,25:09,6:32,9.19,127.0,23,,"","",2012-06-27-112936.gpx
d8913f97-8297-43a7-84e7-72048596d805,2012-06-24 10:13:36,Running,,9.50,1:07:03,7:04,8.50,311.0,77,,"","",2012-06-24-101336.gpx
2d23820f-0ace-4da4-bce2-a57182310180,2012-06-20 11:46:07,Running,,4.24,30:18,7:09,8.39,133.0,28,,"","",2012-06-20-114607.gpx
6023e3ec-445f-4f5f-8a23-d1d627aa5144,2012-06-17 10:03:44,Running,,8.65,58:13,6:44,8.91,275.0,55,,"","",2012-06-17-100344.gpx
511c98b8-2613-46d7-824f-e51cd25fa672,2012-06-12 12:34:25,Running,,3.32,24:59,7:32,7.96,105.0,27,,"","",2012-06-12-123425.gpx
af68e29b-f18f-4493-97e9-ed2aeef08416,2012-06-05 10:47:10,Running,,3.47,23:02,6:39,9.03,111.0,23,,"","",2012-06-05-104710.gpx
1c9c2921-1318-4be6-8b74-4c2fcc24409b,2012-06-02 13:26:41,Running,,6.25,43:32,6:58,8.61,198.0,32,,"","",2012-06-02-132641.gpx
dec52200-7bfe-47ac-835a-776363e44893,2012-05-23 12:12:00,Running,,3.16,20:12,6:24,9.39,104.0,20,,"","",2012-05-23-121200.gpx
26d10389-e126-4bc7-b14e-1785ef856c72,2012-05-22 10:31:46,Running,,3.78,25:16,6:41,8.98,124.0,28,,"","",2012-05-22-103146.gpx
a296d587-9a25-4118-962e-23ade11eaf4c,2012-05-20 15:07:15,Running,,5.51,41:32,7:33,7.95,178.0,28,,"","",2012-05-20-150715.gpx
